SECT,CLASS,COU,YEA,STRI
PSACC,Other discriminatory measures,AUT,2024,0.02270662970840931
PSACC,Barriers to competition,AUT,2024,0.004541325848549604
PSACC,Regulatory transparency,AUT,2024,0.04919769708067179
PSACC,STRI,AUT,2024,0.2904934883117676
PSARC,Restrictions on foreign entry,AUT,2024,0.05197505000978708
PSARC,Restrictions to movement of people,AUT,2024,0.0665280669927597
PSARC,Other discriminatory measures,AUT,2024,0.014091013930737972
PSARC,Barriers to competition,AUT,2024,0.011088010855019093
PSARC,Regulatory transparency,AUT,2024,0.12705013155937195
PSARC,STRI,AUT,2024,0.2707322835922241
PSENG,Restrictions on foreign entry,AUT,2024,0.05973850376904011
PSENG,Restrictions to movement of people,AUT,2024,0.09828674048185349
PSENG,Other discriminatory measures,AUT,2024,0.008453561924397945
PSENG,Barriers to competition,AUT,2024,0.007889990694820881
PSENG,Regulatory transparency,AUT,2024,0.07889990694820881
PSENG,STRI,AUT,2024,0.25326868891716003
TC,Restrictions on foreign entry,AUT,2024,0.057604361325502396
TC,Restrictions to movement of people,AUT,2024,0.027002261951565742
TC,Other discriminatory measures,AUT,2024,0.028101822827011347
TC,Barriers to competition,AUT,2024,0.03821614384651184
TC,Regulatory transparency,AUT,2024,0.03746617818251252
TC,STRI,AUT,2024,0.18839077651500702
DS,Restrictions on foreign entry,AUT,2024,0.07683549667126499
DS,Restrictions to movement of people,AUT,2024,0.037491525334189646
DS,Other discriminatory measures,AUT,2024,0.008229746832512319
DS,Barriers to competition,AUT,2024,0.034059509402140975
DS,Regulatory transparency,AUT,2024,0.026018612275947817
DS,STRI,AUT,2024,0.1826348900794983
ASBRD,Restrictions on foreign entry,AUT,2024,0.20706768706440926
ASBRD,Restrictions to movement of people,AUT,2024,0.017968682572245598
ASBRD,Other discriminatory measures,AUT,2024,0.029776674695312977
ASBRD,Barriers to competition,AUT,2024,0.024642765522003174
ASBRD,Regulatory transparency,AUT,2024,0.06887995079159737
ASBRD,STRI,AUT,2024,0.34833577275276184
ASMOT,Restrictions on foreign entry,AUT,2024,0.027807695791125298
ASMOT,Restrictions to movement of people,AUT,2024,0.033486731350421906
ASMOT,Other discriminatory measures,AUT,2024,0.06609223783016205
ASMOT,Barriers to competition,AUT,2024,0.010183099657297134
ASMOT,Regulatory transparency,AUT,2024,0.044648975133895874
ASMOT,STRI,AUT,2024,0.1822187304496765
ASSOU,Restrictions on foreign entry,AUT,2024,0.025277502834796906
ASSOU,Restrictions to movement of people,AUT,2024,0.05473129078745842
ASSOU,Other discriminatory measures,AUT,2024,0.08792174980044365
ASSOU,Barriers to competition,AUT,2024,0.006594131235033274
ASSOU,Regulatory transparency,AUT,2024,0.03604791685938835
ASSOU,STRI,AUT,2024,0.21057260036468506
FSBNK,Restrictions on foreign entry,AUT,2024,0.07560137659311295
FSBNK,Restrictions to movement of people,AUT,2024,0.03711340203881264
FSBNK,Other discriminatory measures,AUT,2024,0.004810996353626251
FSBNK,Barriers to competition,AUT,2024,0.028865978121757507
FSBNK,Regulatory transparency,AUT,2024,0.021993126720190048
FSBNK,STRI,AUT,2024,0.1683848798274994
FSINS,Restrictions on foreign entry,AUT,2024,0.14597509801387787
FSINS,Restrictions to movement of people,AUT,2024,0.024270376889035106
FSINS,Other discriminatory measures,AUT,2024,0.005796662997454405
FSINS,Barriers to competition,AUT,2024,0.0
FSINS,Regulatory transparency,AUT,2024,0.025202883407473564
FSINS,STRI,AUT,2024,0.2012450098991394
TRAIR,Restrictions on foreign entry,AUT,2024,0.23025705013424158
TRAIR,Restrictions to movement of people,AUT,2024,0.02546621672809124
TRAIR,Other discriminatory measures,AUT,2024,0.004801443312317133
TRAIR,Barriers to competition,AUT,2024,0.10080377897247672
TRAIR,Regulatory transparency,AUT,2024,0.014245165977627039
TRAIR,STRI,AUT,2024,0.37557366490364075
TRROF,Restrictions on foreign entry,AUT,2024,0.041159721091389656
TRROF,Restrictions to movement of people,AUT,2024,0.046207607723772526
TRROF,Other discriminatory measures,AUT,2024,0.009966347366571426
TRROF,Barriers to competition,AUT,2024,0.057468289509415627
TRROF,Regulatory transparency,AUT,2024,0.06109241396188736
TRROF,STRI,AUT,2024,0.21589437127113342
TRRAI,Restrictions on foreign entry,AUT,2024,0.05030635558068752
TRRAI,Restrictions to movement of people,AUT,2024,0.04063205234706402
TRRAI,Other discriminatory measures,AUT,2024,0.006127055734395981
TRRAI,Barriers to competition,AUT,2024,0.055465977638959885
TRRAI,Regulatory transparency,AUT,2024,0.019348597154021263
TRRAI,STRI,AUT,2024,0.17188003659248352
CR,Restrictions on foreign entry,AUT,2024,0.01964186318218708
CR,Restrictions to movement of people,AUT,2024,0.02975742146372795
CR,Other discriminatory measures,AUT,2024,0.010639342479407787
CR,Barriers to competition,AUT,2024,0.03601008281111717
CR,Regulatory transparency,AUT,2024,0.02430680673569441
CR,STRI,AUT,2024,0.1203555166721344
LSCAR,Restrictions on foreign entry,AUT,2024,0.0532049685716629
LSCAR,Restrictions to movement of people,AUT,2024,0.06840638257563114
LSCAR,Other discriminatory measures,AUT,2024,0.01190777774900198
LSCAR,Barriers to competition,AUT,2024,0.006587281357496977
LSCAR,Regulatory transparency,AUT,2024,0.05067139491438866
LSCAR,STRI,AUT,2024,0.19077780842781067
LSSTG,Restrictions on foreign entry,AUT,2024,0.06996586918830872
LSSTG,Restrictions to movement of people,AUT,2024,0.049146758392453194
LSSTG,Other discriminatory measures,AUT,2024,0.007133105769753456
LSSTG,Barriers to competition,AUT,2024,0.026569965295493603
LSSTG,Regulatory transparency,AUT,2024,0.09051194787025452
LSSTG,STRI,AUT,2024,0.24332764744758606
LSFGT,Restrictions on foreign entry,AUT,2024,0.04363636393100023
LSFGT,Restrictions to movement of people,AUT,2024,0.072727270424366
LSFGT,Other discriminatory measures,AUT,2024,0.003636363660916686
LSFGT,Barriers to competition,AUT,2024,0.009696969762444496
LSFGT,Regulatory transparency,AUT,2024,0.1066666692495346
LSFGT,STRI,AUT,2024,0.23636363446712494
LSCUS,Restrictions on foreign entry,AUT,2024,0.05524079315364361
LSCUS,Restrictions to movement of people,AUT,2024,0.02549575176090002
LSCUS,Other discriminatory measures,AUT,2024,0.007790368050336838
LSCUS,Barriers to competition,AUT,2024,0.005429650656878948
LSCUS,Regulatory transparency,AUT,2024,0.09065155684947968
LSCUS,STRI,AUT,2024,0.18460813164710999
CS,Restrictions on foreign entry,BEL,2024,0.061680592596530914
CS,Restrictions to movement of people,BEL,2024,0.08762933313846588
CS,Other discriminatory measures,BEL,2024,0.024032283574342728
CS,Barriers to competition,BEL,2024,0.01473934669047594
CS,Regulatory transparency,BEL,2024,0.05881441757082939
CS,STRI,BEL,2024,0.24689598381519318
CO,Restrictions on foreign entry,BEL,2024,0.047207243740558624
CO,Restrictions to movement of people,BEL,2024,0.08485095016658306
CO,Other discriminatory measures,BEL,2024,0.018435241654515266
CO,Barriers to competition,BEL,2024,0.00909553375095129
CO,Regulatory transparency,BEL,2024,0.06714823096990585
CO,STRI,BEL,2024,0.22673720121383667
PSLEG,Restrictions on foreign entry,BEL,2024,0.09513544104993343
PSLEG,Restrictions to movement of people,BEL,2024,0.05623769760131836
PSLEG,Other discriminatory measures,BEL,2024,0.006092417053878307
PSLEG,Barriers to competition,BEL,2024,0.008248195983469486
PSLEG,Regulatory transparency,BEL,2024,0.02661917731165886
PSLEG,STRI,BEL,2024,0.1923329383134842
PSACC,Restrictions on foreign entry,BEL,2024,0.12534059956669807
PSACC,Restrictions to movement of people,BEL,2024,0.14774447679519653
PSACC,Other discriminatory measures,BEL,2024,0.02270662970840931
PSACC,Barriers to competition,BEL,2024,0.013623977545648813
PSACC,Regulatory transparency,BEL,2024,0.03935815766453743
PSACC,STRI,BEL,2024,0.3487738370895386
PSARC,Restrictions on foreign entry,BEL,2024,0.0623700600117445
PSARC,Restrictions to movement of people,BEL,2024,0.07484407536685467
PSARC,Other discriminatory measures,BEL,2024,0.028182027861475945
PSARC,Barriers to competition,BEL,2024,0.022176021710038185
PSARC,Regulatory transparency,BEL,2024,0.10164010524749756
PSARC,STRI,BEL,2024,0.28921228647232056
PSENG,Restrictions on foreign entry,BEL,2024,0.047790803015232086
PSENG,Restrictions to movement of people,BEL,2024,0.07371505536139011
PSENG,Other discriminatory measures,BEL,2024,0.01690712384879589
PSENG,Barriers to competition,BEL,2024,0.007889990694820881
PSENG,Regulatory transparency,BEL,2024,0.06311992555856705
PSENG,STRI,BEL,2024,0.20942288637161255
TC,Restrictions on foreign entry,BEL,2024,0.06720508821308613
TC,Restrictions to movement of people,BEL,2024,0.027002261951565742
TC,Other discriminatory measures,BEL,2024,0.033722187392413616
TC,Barriers to competition,BEL,2024,0.06687825173139572
TC,Regulatory transparency,BEL,2024,0.029972942546010017
TC,STRI,BEL,2024,0.22478073835372925
DS,Restrictions on foreign entry,BEL,2024,0.05048571527004242
DS,Restrictions to movement of people,BEL,2024,0.036248319782316685
DS,Other discriminatory measures,BEL,2024,0.012167268432676792
DS,Barriers to competition,BEL,2024,0.057905422523617744
DS,Regulatory transparency,BEL,2024,0.03131593018770218
DS,STRI,BEL,2024,0.18812265992164612
ASBRD,Restrictions on foreign entry,BEL,2024,0.11294601112604141
ASBRD,Restrictions to movement of people,BEL,2024,0.017968682572245598
ASBRD,Other discriminatory measures,BEL,2024,0.009925558231770992
ASBRD,Barriers to competition,BEL,2024,0.024642765522003174
ASBRD,Regulatory transparency,BEL,2024,0.049199964851140976
ASBRD,STRI,BEL,2024,0.21468298137187958
ASMOT,Restrictions on foreign entry,BEL,2024,0.055615391582250595
ASMOT,Restrictions to movement of people,BEL,2024,0.033486731350421906
ASMOT,Other discriminatory measures,BEL,2024,0.03965534269809723
ASMOT,Barriers to competition,BEL,2024,0.010183099657297134
ASMOT,Regulatory transparency,BEL,2024,0.05581121891736984
ASMOT,STRI,BEL,2024,0.1947517693042755
ASSOU,Restrictions on foreign entry,BEL,2024,0.07583250850439072
ASSOU,Restrictions to movement of people,BEL,2024,0.05473129078745842
ASSOU,Other discriminatory measures,BEL,2024,0.03516869992017746
ASSOU,Barriers to competition,BEL,2024,0.013188262470066547
ASSOU,Regulatory transparency,BEL,2024,0.04505989607423544
ASSOU,STRI,BEL,2024,0.22398065030574799
FSBNK,Restrictions on foreign entry,BEL,2024,0.09072165191173553
FSBNK,Restrictions to movement of people,BEL,2024,0.03711340203881264
FSBNK,Other discriminatory measures,BEL,2024,0.009621992707252502
FSBNK,Barriers to competition,BEL,2024,0.04810996353626251
FSBNK,Regulatory transparency,BEL,2024,0.021993126720190048
FSBNK,STRI,BEL,2024,0.20756013691425323
FSINS,Restrictions on foreign entry,BEL,2024,0.0547406617552042
FSINS,Restrictions to movement of people,BEL,2024,0.01887695980258286
FSINS,Other discriminatory measures,BEL,2024,0.005796662997454405
FSINS,Barriers to competition,BEL,2024,0.010887645184993744
FSINS,Regulatory transparency,BEL,2024,0.02016230672597885
FSINS,STRI,BEL,2024,0.11046423763036728
TRAIR,Restrictions on foreign entry,BEL,2024,0.25253999046981335
TRAIR,Restrictions to movement of people,BEL,2024,0.02546621672809124
TRAIR,Other discriminatory measures,BEL,2024,0.014404329936951399
TRAIR,Barriers to competition,BEL,2024,0.11141470307484269
TRAIR,Regulatory transparency,BEL,2024,0.018993554636836052
TRAIR,STRI,BEL,2024,0.42281877994537354
TRMAR,Restrictions on foreign entry,BEL,2024,0.10734094586223364
TRMAR,Restrictions to movement of people,BEL,2024,0.07830342091619968
TRMAR,Other discriminatory measures,BEL,2024,0.02838499378412962
TRMAR,Barriers to competition,BEL,2024,0.022512234281748533
TRMAR,Regulatory transparency,BEL,2024,0.014355627819895744
TRMAR,STRI,BEL,2024,0.25089722871780396
TRROF,Restrictions on foreign entry,BEL,2024,0.054879628121852875
TRROF,Restrictions to movement of people,BEL,2024,0.039606520906090736
TRROF,Other discriminatory measures,BEL,2024,0.019932694733142853
TRROF,Barriers to competition,BEL,2024,0.038312193006277084
TRROF,Regulatory transparency,BEL,2024,0.0763655174523592
TRROF,STRI,BEL,2024,0.22909654676914215
TRRAI,Restrictions on foreign entry,BEL,2024,0.06707514077425003
TRRAI,Restrictions to movement of people,BEL,2024,0.04740406107157469
TRRAI,Other discriminatory measures,BEL,2024,0.012254111468791962
TRRAI,Barriers to competition,BEL,2024,0.055465977638959885
TRRAI,Regulatory transparency,BEL,2024,0.019348597154021263
TRRAI,STRI,BEL,2024,0.20154787600040436
CR,Restrictions on foreign entry,BEL,2024,0.11785117909312248
CR,Restrictions to movement of people,BEL,2024,0.02975742146372795
CR,Other discriminatory measures,BEL,2024,0.021278684958815575
CR,Barriers to competition,BEL,2024,0.03601008281111717
CR,Regulatory transparency,BEL,2024,0.02430680673569441
CR,STRI,BEL,2024,0.2292041778564453
LSCAR,Restrictions on foreign entry,BEL,2024,0.08867494761943817
LSCAR,Restrictions to movement of people,BEL,2024,0.06840638257563114
LSCAR,Other discriminatory measures,BEL,2024,0.02381555549800396
LSCAR,Barriers to competition,BEL,2024,0.013174562714993954
LSCAR,Regulatory transparency,BEL,2024,0.03800354618579149
LSCAR,STRI,BEL,2024,0.23207500576972961
LSSTG,Restrictions on foreign entry,BEL,2024,0.06996586918830872
LSSTG,Restrictions to movement of people,BEL,2024,0.049146758392453194
LSSTG,Other discriminatory measures,BEL,2024,0.014266211539506912
LSSTG,Barriers to competition,BEL,2024,0.017713310196995735
LSSTG,Regulatory transparency,BEL,2024,0.06788396090269089
LSSTG,STRI,BEL,2024,0.21897611021995544
LSFGT,Restrictions on foreign entry,BEL,2024,0.05818181857466698
LSFGT,Restrictions to movement of people,BEL,2024,0.072727270424366
LSFGT,Other discriminatory measures,BEL,2024,0.007272727321833372
LSFGT,Barriers to competition,BEL,2024,0.004848484881222248
LSFGT,Regulatory transparency,BEL,2024,0.08000000193715096
LSFGT,STRI,BEL,2024,0.22303028404712677
LSCUS,Restrictions on foreign entry,BEL,2024,0.09206798858940601
LSCUS,Restrictions to movement of people,BEL,2024,0.02549575176090002
LSCUS,Other discriminatory measures,BEL,2024,0.015580736100673676
LSCUS,Barriers to competition,BEL,2024,0.005429650656878948
LSCUS,Regulatory transparency,BEL,2024,0.06798866763710976
LSCUS,STRI,BEL,2024,0.20656278729438782
CS,Restrictions on foreign entry,BRA,2024,0.07710074074566364
CS,Restrictions to movement of people,BRA,2024,0.04381466656923294
CS,Other discriminatory measures,BRA,2024,0.048064567148685455
CS,Barriers to competition,BRA,2024,0.01473934669047594
CS,Regulatory transparency,BRA,2024,0.014703604392707348
CS,STRI,BRA,2024,0.19842292368412018
CO,Restrictions on foreign entry,BRA,2024,0.05900905467569828
CO,Restrictions to movement of people,BRA,2024,0.07070912513881922
CO,Other discriminatory measures,BRA,2024,0.06452334579080343
CO,Barriers to competition,BRA,2024,0.0
CO,Regulatory transparency,BRA,2024,0.016787057742476463
CO,STRI,BRA,2024,0.2110285758972168
PSLEG,Restrictions on foreign entry,BRA,2024,0.23104321397840977
PSLEG,Restrictions to movement of people,BRA,2024,0.035148561000823975
PSLEG,Other discriminatory measures,BRA,2024,0.02436966821551323
PSLEG,Barriers to competition,BRA,2024,0.01237229397520423
PSLEG,Regulatory transparency,BRA,2024,0.006654794327914715
PSLEG,STRI,BRA,2024,0.3095885217189789
PSACC,Restrictions on foreign entry,BRA,2024,0.1462306994944811
PSACC,Restrictions to movement of people,BRA,2024,0.08310626819729805
PSACC,Other discriminatory measures,BRA,2024,0.04541325941681862
PSACC,Barriers to competition,BRA,2024,0.004541325848549604
PSACC,Regulatory transparency,BRA,2024,0.009839539416134357
PSACC,STRI,BRA,2024,0.2891311049461365
PSARC,Restrictions on foreign entry,BRA,2024,0.05197505000978708
PSARC,Restrictions to movement of people,BRA,2024,0.041580041870474815
PSARC,Other discriminatory measures,BRA,2024,0.05636405572295189
PSARC,Barriers to competition,BRA,2024,0.0
PSARC,Regulatory transparency,BRA,2024,0.02541002631187439
PSARC,STRI,BRA,2024,0.17532917857170105
PSENG,Restrictions on foreign entry,BRA,2024,0.08363390527665615
PSENG,Restrictions to movement of people,BRA,2024,0.04914337024092674
PSENG,Other discriminatory measures,BRA,2024,0.03381424769759178
PSENG,Barriers to competition,BRA,2024,0.007889990694820881
PSENG,Regulatory transparency,BRA,2024,0.015779981389641762
PSENG,STRI,BRA,2024,0.19026149809360504
TC,Restrictions on foreign entry,BRA,2024,0.0864065419882536
TC,Restrictions to movement of people,BRA,2024,0.013501130975782871
TC,Other discriminatory measures,BRA,2024,0.033722187392413616
TC,Barriers to competition,BRA,2024,0.06687825173139572
TC,Regulatory transparency,BRA,2024,0.007493235636502504
TC,STRI,BRA,2024,0.20800136029720306
DS,Restrictions on foreign entry,BRA,2024,0.08835000172257423
DS,Restrictions to movement of people,BRA,2024,0.018124159891158342
DS,Other discriminatory measures,BRA,2024,0.03041817108169198
DS,Barriers to competition,BRA,2024,0.01930180750787258
DS,Regulatory transparency,BRA,2024,0.01565796509385109
DS,STRI,BRA,2024,0.17185209691524506
ASBRD,Restrictions on foreign entry,BRA,2024,0.3576623685657978
ASBRD,Restrictions to movement of people,BRA,2024,0.008984341286122799
ASBRD,Other discriminatory measures,BRA,2024,0.044665012042969465
ASBRD,Barriers to competition,BRA,2024,0.0061606913805007935
ASBRD,Regulatory transparency,BRA,2024,0.01967998594045639
ASBRD,STRI,BRA,2024,0.4371524155139923
ASMOT,Restrictions on foreign entry,BRA,2024,0.16684617474675179
ASMOT,Restrictions to movement of people,BRA,2024,0.016743365675210953
ASMOT,Other discriminatory measures,BRA,2024,0.11896602809429169
ASMOT,Barriers to competition,BRA,2024,0.0
ASMOT,Regulatory transparency,BRA,2024,0.022324487566947937
ASMOT,STRI,BRA,2024,0.32488006353378296
ASSOU,Restrictions on foreign entry,BRA,2024,0.07583250850439072
ASSOU,Restrictions to movement of people,BRA,2024,0.02736564539372921
ASSOU,Other discriminatory measures,BRA,2024,0.08792174980044365
ASSOU,Barriers to competition,BRA,2024,0.0
ASSOU,Regulatory transparency,BRA,2024,0.018023958429694176
ASSOU,STRI,BRA,2024,0.20914386212825775
FSBNK,Restrictions on foreign entry,BRA,2024,0.18144330382347107
FSBNK,Restrictions to movement of people,BRA,2024,0.01855670101940632
FSBNK,Other discriminatory measures,BRA,2024,0.028865978121757507
FSBNK,Barriers to competition,BRA,2024,0.057731956243515015
FSBNK,Regulatory transparency,BRA,2024,0.005498281680047512
FSBNK,STRI,BRA,2024,0.29209622740745544
FSINS,Restrictions on foreign entry,BRA,2024,0.1915923161432147
FSINS,Restrictions to movement of people,BRA,2024,0.013483542716130614
FSINS,Other discriminatory measures,BRA,2024,0.020288320491090417
FSINS,Barriers to competition,BRA,2024,0.08165733888745308
FSINS,Regulatory transparency,BRA,2024,0.005040576681494713
FSINS,STRI,BRA,2024,0.3120621144771576
TRAIR,Restrictions on foreign entry,BRA,2024,0.04456588067114353
